Usia;PU1;PU2;PU3;PT1;PT2;PT3;PT4;PC1;PC2;PC3;EA1;EA2;EA3;EA4;UX1;UX2;UX3;UX4;CA1;CA2;CA3;CA4;ST1;ST2
1.000000000000;5.000000000000;5.000000000000;4.000000000000;5.000000000000;5.000000000000;5.000000000000;4.000000000000;2.000000000000;3.000000000000;3.000000000000;5.000000000000;5.000000000000;5.000000000000;4.000000000000;4.000000000000;2.000000000000;4.000000000000;4.000000000000;4.000000000000;5.000000000000;5.000000000000;3.000000000000;5.000000000000;4.000000000000
2.000000000000;4.000000000000;4.000000000000;3.000000000000;5.000000000000;5.000000000000;5.000000000000;4.000000000000;1.000000000000;1.000000000000;2.000000000000;4.000000000000;4.000000000000;3.000000000000;3.000000000000;4.000000000000;2.000000000000;4.000000000000;4.000000000000;5.000000000000;4.000000000000;4.000000000000;4.000000000000;5.000000000000;4.000000000000
2.000000000000;4.000000000000;4.000000000000;3.000000000000;4.000000000000;4.000000000000;3.000000000000;4.000000000000;1.000000000000;2.000000000000;3.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;2.000000000000;5.000000000000;3.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000
2.000000000000;4.000000000000;4.000000000000;3.000000000000;4.000000000000;3.000000000000;4.000000000000;3.000000000000;2.000000000000;2.000000000000;2.000000000000;4.000000000000;4.000000000000;3.000000000000;3.000000000000;4.000000000000;2.000000000000;4.000000000000;3.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000
2.000000000000;4.000000000000;4.000000000000;2.000000000000;4.000000000000;3.000000000000;3.000000000000;3.000000000000;2.000000000000;2.000000000000;3.000000000000;4.000000000000;3.000000000000;3.000000000000;3.000000000000;4.000000000000;2.000000000000;3.000000000000;3.000000000000;4.000000000000;4.000000000000;3.000000000000;3.000000000000;4.000000000000;4.000000000000
2.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;5.000000000000;4.000000000000;3.000000000000;2.000000000000;2.000000000000;2.000000000000;4.000000000000;4.000000000000;5.000000000000;3.000000000000;5.000000000000;2.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;5.000000000000;4.000000000000;4.000000000000
2.000000000000;5.000000000000;5.000000000000;4.000000000000;4.000000000000;5.000000000000;4.000000000000;3.000000000000;1.000000000000;2.000000000000;2.000000000000;4.000000000000;4.000000000000;4.000000000000;3.000000000000;4.000000000000;2.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;3.000000000000;3.000000000000;5.000000000000;4.000000000000
3.000000000000;3.000000000000;3.000000000000;4.000000000000;4.000000000000;3.000000000000;3.000000000000;3.000000000000;2.000000000000;3.000000000000;3.000000000000;3.000000000000;4.000000000000;3.000000000000;3.000000000000;4.000000000000;3.000000000000;4.000000000000;2.000000000000;5.000000000000;3.000000000000;3.000000000000;3.000000000000;4.000000000000;3.000000000000
5.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;2.000000000000;2.000000000000;3.000000000000;4.000000000000;4.000000000000;3.000000000000;4.000000000000;4.000000000000;1.000000000000;4.000000000000;3.000000000000;4.000000000000;4.000000000000;4.000000000000;3.000000000000;4.000000000000;4.000000000000
3.000000000000;5.000000000000;4.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;4.000000000000;2.000000000000;2.000000000000;2.000000000000;5.000000000000;4.000000000000;4.000000000000;4.000000000000;5.000000000000;1.000000000000;4.000000000000;5.000000000000;4.000000000000;5.000000000000;4.000000000000;3.000000000000;5.000000000000;4.000000000000
3.000000000000;5.000000000000;4.000000000000;4.000000000000;3.000000000000;4.000000000000;4.000000000000;4.000000000000;2.000000000000;2.000000000000;2.000000000000;5.000000000000;5.000000000000;4.000000000000;4.000000000000;4.000000000000;2.000000000000;3.000000000000;3.000000000000;5.000000000000;5.000000000000;4.000000000000;4.000000000000;5.000000000000;4.000000000000
2.000000000000;3.000000000000;3.000000000000;3.000000000000;4.000000000000;4.000000000000;3.000000000000;3.000000000000;3.000000000000;3.000000000000;3.000000000000;4.000000000000;4.000000000000;2.000000000000;4.000000000000;3.000000000000;4.000000000000;3.000000000000;3.000000000000;3.000000000000;4.000000000000;3.000000000000;2.000000000000;3.000000000000;3.000000000000
2.000000000000;4.000000000000;4.000000000000;2.000000000000;4.000000000000;4.000000000000;3.000000000000;3.000000000000;4.000000000000;3.000000000000;3.000000000000;5.000000000000;5.000000000000;3.000000000000;4.000000000000;3.000000000000;4.000000000000;5.000000000000;4.000000000000;4.000000000000;4.000000000000;5.000000000000;4.000000000000;4.000000000000;4.000000000000
2.000000000000;3.000000000000;4.000000000000;2.000000000000;4.000000000000;3.000000000000;2.000000000000;2.000000000000;4.000000000000;4.000000000000;4.000000000000;5.000000000000;5.000000000000;3.000000000000;4.000000000000;4.000000000000;3.000000000000;4.000000000000;3.000000000000;2.000000000000;4.000000000000;3.000000000000;2.000000000000;3.000000000000;2.000000000000
2.000000000000;5.000000000000;4.000000000000;4.000000000000;5.000000000000;4.000000000000;5.000000000000;4.000000000000;1.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;1.000000000000;5.000000000000;4.000000000000;5.000000000000;5.000000000000;4.000000000000;4.000000000000;5.000000000000;5.000000000000;1.000000000000;5.000000000000;4.000000000000
2.000000000000;2.000000000000;3.000000000000;2.000000000000;4.000000000000;3.000000000000;4.000000000000;3.000000000000;4.000000000000;4.000000000000;3.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;3.000000000000;4.000000000000;4.000000000000;2.000000000000;2.000000000000;2.000000000000;3.000000000000;3.000000000000;4.000000000000;2.000000000000
2.000000000000;4.000000000000;3.000000000000;4.000000000000;3.000000000000;5.000000000000;5.000000000000;3.000000000000;1.000000000000;3.000000000000;4.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;2.000000000000;4.000000000000;4.000000000000;3.000000000000;3.000000000000;3.000000000000;3.000000000000;4.000000000000;4.000000000000;4.000000000000
2.000000000000;3.000000000000;3.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000
2.000000000000;3.000000000000;3.000000000000;2.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;2.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;2.000000000000;4.000000000000;2.000000000000;4.000000000000;4.000000000000;3.000000000000;2.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000
2.000000000000;4.000000000000;4.000000000000;1.000000000000;4.000000000000;4.000000000000;3.000000000000;4.000000000000;5.000000000000;3.000000000000;5.000000000000;5.000000000000;5.000000000000;3.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;4.000000000000;1.000000000000;5.000000000000;5.000000000000;3.000000000000;2.000000000000;4.000000000000
2.000000000000;3.000000000000;3.000000000000;1.000000000000;3.000000000000;4.000000000000;4.000000000000;3.000000000000;3.000000000000;3.000000000000;4.000000000000;5.000000000000;4.000000000000;1.000000000000;4.000000000000;3.000000000000;5.000000000000;3.000000000000;2.000000000000;1.000000000000;2.000000000000;3.000000000000;3.000000000000;4.000000000000;3.000000000000
2.000000000000;4.000000000000;1.000000000000;1.000000000000;4.000000000000;5.000000000000;5.000000000000;4.000000000000;2.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;2.000000000000;5.000000000000;5.000000000000;3.000000000000;1.000000000000;5.000000000000;4.000000000000;4.000000000000;5.000000000000;1.000000000000
2.000000000000;5.000000000000;3.000000000000;2.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;3.000000000000;2.000000000000;4.000000000000;5.000000000000;4.000000000000;4.000000000000;5.000000000000;4.000000000000;5.000000000000;4.000000000000;4.000000000000;2.000000000000;5.000000000000;5.000000000000;1.000000000000;5.000000000000;4.000000000000
3.000000000000;5.000000000000;4.000000000000;2.000000000000;4.000000000000;5.000000000000;3.000000000000;3.000000000000;3.000000000000;3.000000000000;3.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;3.000000000000;3.000000000000;3.000000000000;4.000000000000;2.000000000000;4.000000000000;3.000000000000;4.000000000000;2.000000000000;3.000000000000
2.000000000000;2.000000000000;3.000000000000;1.000000000000;3.000000000000;4.000000000000;1.000000000000;3.000000000000;4.000000000000;5.000000000000;4.000000000000;4.000000000000;4.000000000000;1.000000000000;5.000000000000;3.000000000000;4.000000000000;5.000000000000;3.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;3.000000000000;1.000000000000
2.000000000000;4.000000000000;5.000000000000;5.000000000000;4.000000000000;4.000000000000;3.000000000000;3.000000000000;2.000000000000;3.000000000000;3.000000000000;4.000000000000;4.000000000000;3.000000000000;4.000000000000;3.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;3.000000000000;3.000000000000;4.000000000000;4.000000000000;4.000000000000
2.000000000000;2.000000000000;3.000000000000;2.000000000000;4.000000000000;4.000000000000;3.000000000000;4.000000000000;5.000000000000;5.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;5.000000000000;3.000000000000;4.000000000000;4.000000000000;3.000000000000;3.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000
2.000000000000;5.000000000000;4.000000000000;4.000000000000;4.000000000000;3.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;3.000000000000;4.000000000000;4.000000000000;4.000000000000;5.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;5.000000000000;1.000000000000;5.000000000000;4.000000000000
2.000000000000;4.000000000000;3.000000000000;2.000000000000;3.000000000000;4.000000000000;2.000000000000;4.000000000000;5.000000000000;5.000000000000;5.000000000000;5.000000000000;4.000000000000;3.000000000000;5.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000
2.000000000000;4.000000000000;3.000000000000;3.000000000000;4.000000000000;4.000000000000;4.000000000000;5.000000000000;4.000000000000;5.000000000000;5.000000000000;5.000000000000;4.000000000000;2.000000000000;4.000000000000;4.000000000000;4.000000000000;5.000000000000;3.000000000000;2.000000000000;5.000000000000;4.000000000000;2.000000000000;4.000000000000;3.000000000000
2.000000000000;4.000000000000;3.000000000000;2.000000000000;4.000000000000;4.000000000000;2.000000000000;4.000000000000;5.000000000000;4.000000000000;4.000000000000;3.000000000000;3.000000000000;2.000000000000;5.000000000000;3.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;4.000000000000;5.000000000000;4.000000000000
